Judul,Tanggal,Jam Upload (WIB)
GEGER‼ RAJA MUDA PERLIS MALAYSIA BAWA MAHASISWA BELAJAR SENJATA CANGGIH DI PT PINDAD INDONESIA,2025-09-27,2:30
"PECAH‼ GARA-GARA PRABOWO NGOMONG BEGINI, PM KANADA TERTAWA, MALAYSIA IRI MELIHAT KEAKRABAN INI",2025-09-27,5:30
"GEGER‼ DULU DIJAJAH, KINI INDONESIA GEBRAK BELANDA‼ PRABOWO TEKEN MOU MILIARAN EURO DI BELANDA",2025-09-27,8:30
"TEROBOSAN GILA KAI‼️ PETANI DAN PEDAGANG JADI PRIORITAS, EKONOMI KERAKYATAN MELEDAK",2025-09-27,13:30
"SPANYOL TEPATI JANJI KIRIM KAPAL PERANG KE GAZA KAWAL KAPAL GLOBAL SUMUD, PENGARUH INDONESIA MENGUAT",2025-09-28,0:30
GEMPAR‼ PRABOWO MURKA‼ RAJA BELANDA KEMBALIKAN 30 RIBU BENDA BERSEJARAH KE INDONESIA,2025-09-28,2:30
"GEMPAR‼ ISRAEL DI PERMALUKAN DUNIA‼ NETANYAHU PIDATO DI DEPAN BANGKU KOSONG, PRABOWO NGAMUK DI PBB",2025-09-28,5:30
DUNIA MURKA‼ NETANYAHU MARAH BESAR MULAI TERISOLIR‼ PESAWATNYA DI TOLAK SPANYOL & PORTUGAL,2025-09-28,8:30
"MALAYSIA MALU BESAR‼ INDONESIA PUNYA KAPAL INDUK BESAR GARIBALDI, MEDIA LANGSUNG SOROT INDONESIA",2025-09-28,12:45
MALAYSIA AKUI KEHEBATAN PRABOWO‼ INDONESIA BANGSA TERPILIH UNTUK PIMPIN ISLAM LAWAN ISRAEL & AMERIKA,2025-09-29,0:30
"GEGER‼ INGGRIS, KANADA, AUSSIE & PORTUGAL RESMI AKUI PALESTINA – AMERIKA & NETANYAHU AUTO PANIK",2025-09-29,2:30
"GEMPAR‼ 183 NEGARA TOLAK PIDATO NETANYAHU, ISRAEL DIPERMALUKAN HABIS DI PANGGUNG PBB",2025-09-29,6:00
TNI GEMPARKAN ASIA‼ TNI SIAP KE PAKISTAN KIRIM PASUKAN DEFILE RI BIKIN MALAYSIA PANAS DINGIN,2025-09-29,8:30
GEMPAR‼ TINGGALKAN AUSTRALIA MALAYSIA KEBAKARAN JENGGOT USAI INDONESIA GABUNG KLUB ELITE KAPAL INDUK,2025-09-29,11:30
"MALAYSIA KETAR-KETIR‼️ RUDAL BALISTIK KHAN TNI AD SIAP JAGA IKN, LEBIH UNGGUL DARI PATRIOT AMERIKA",2025-09-29,13:30
GEMPAR‼ PRABOWO BAWA PULANG PUSAKA BANGSA SETELAH 175 TAHUN DI RAMPAS BELANDA,2025-09-30,0:30
GEMPARKAN ASEAN‼ KAPAL INDUK BEKAS ITALIA GARIBALDI YANG AKAN DIMILIKI RI BIKIN JIRAN GEMETAR,2025-09-30,2:30
WAJAH PRABOWO MUNCUL DI BANNER ISRAEL‼ APA ARTINYA SEMUA INI⁉ PROPAGANDA RI DUKUNG ISRAEL⁉,2025-09-30,6:00
PRABOWO BERHASIL REBUT KEMBALI 31 TRILIUN USD DOKUMEN PENTING YANG SELAMA INI DI CURI BELANDA,2025-09-30,9:15
"SIAGA‼ GLOBAL SUMUD FLOTILLA MASUKI “ZONA MAUT” 366 MIL LAUT GAZA, TURKI SIAP KIRIM DRONE CANGGIH",2025-09-30,11:30
"MALAYSIA AJAK TARUNG INDONESIA⁉️THAILAND-KAMBOJA MEREDA, MALAYSIA BERSITEGANG DENGAN INDONESIA‼️",2025-08-01,7:30
INDONESIA-MALAYSIA DI UJUNG PERANG ATAU DAMAI⁉ MALAYSIA TAK TERIMA AMBALAT DI MILIKI INDONESIA,2025-08-01,9:30
RUSIA TURUN TANGAN BANTU PERJUANGAN INDONESIA PERTAHANKAN AMBALAT‼ BUNGKAM KESOMBONGAN MALAYSIA,2025-08-01,12:30
"MALAYSIA NGAMUK‼ AMBALAT MEMANAS🔥 MALAYSIA MASIH NGOTOT INGIN MILIKI AMBALAT, PRABOWO MURKA",2025-08-01,15:30
SILUMAN BARU RI JET TEMPUR GEN-5 INDONESIA KUASAI ASEAN BIKIN AUSTRALIA MAKIN CEMAS‼️,2025-08-01,19:15
MIRIS‼️ TURIS DATANG KE MALAYSIA DIEJEK SAAT BERBAHASA MELAYU‼️ INDONESIA BANGGA BAHASA SENDIRI‼️,2025-08-01,20:30
"INGGRIS, SELANDIA BARU & AUSTRALIA OGAH BANTU MALAYSIA JIKA PERANG LAWAN INDONESIA",2025-08-02,7:30
"INDONESIA SIAP TEMPUR‼ MALAYSIA NGOTOT KLAIM AMBALAT, PRABOWO DIPAKSA TEGAS LANJUTKAN SIKAP JOKOWI‼",2025-08-02,9:30
SUDAH DIAJAK KELOLA BARENG‼ PEJABAT MALAYSIA NGOTOT DI BEKINGI BRITISH AMBALAT 100% MILIKNYA‼,2025-08-02,12:30
HANTU LAUT AMBALAT‼ INDONESIA SIAP GEMPUR SIAPA PUN YANG BERANI GANGGU KEDAULATAN NKRI🔥,2025-08-02,15:30
MALAYSIA TERCENGANG‼️KRI BIMA SUCI BUKTIKAN INDONESIA SEBAGAI RAJA LAUT ASEAN‼️,2025-08-02,19:00
"🔥 INDONESIA DAN VIETNAM BERSATU‼️ MALAYSIA PANIK LIHAT DIPLOMASI MILITER, JARING ASEAN MENGEPUNG⁉️",2025-08-02,20:30
"LANGIT MERAH PUTIH MENGGILA‼️TNI AU PAMER PESAWAT KT-1B, MALAYSIA PANIK DIPERMALUKAN di UDARA⁉️",2025-08-03,7:30
RI GERAM‼ MALAYSIA BERLAGAK JADI ISRAEL NYA ASEAN REBUT HAK KEDAULATAN NKRI SEENAKNYA‼,2025-08-03,9:30
"MALAYSIA NGAPLO‼ INGGRIS CUEK OGAH BANTU MALAYSIA LAWAN INDONESIA, MALAYSIA GIGIT JARI⁉",2025-08-03,12:30
"MANUVER CERDAS PRABOWO‼ POROS BARU INDONESIA-VIETNAM GUNCANG ASEAN, MALAYSIA MAKIN TERPOJOK‼",2025-08-03,15:30
DRONE ELANG HITAM SIAP SIKAT SIAPA SAJA YANG BERANI COBA UJI KEDAULATAN INDONESIA‼️,2025-08-03,19:00
"INDONESIA GAS POLL‼️ RANSUS MAUNG MV3 RESMI DIPASOK KE KODAM II SRIWIJAYA, MALAYSIA MENGKERET‼️",2025-08-03,20:30
BLOKADE AMBALAT‼️HANTU LAUT & 4 KRI SIAGA PENUH USAI ANWAR KOAR-KOAR MAU PERANG⁉️,2025-08-04,7:30
KRI UNTUNG SUROPATI TAK GENTAR SINGKIRKAN KAPAL DIRAJA MALAYSIA YANG MASUK DI AMBALAT,2025-08-04,9:15
MEMBARA🔥 KRI BRAWIJAYA SIAP OBRAK ABRIK PERAIRAN AMBALAT REBUT KLAIM SEPIHAK MALAYSIA,2025-08-04,12:30
"SUPER KOCAK‼ TNI DIBILANG LEMAH, EH MALAYSIA BAWA BANYAK BACKUP KAYAK MAU NANGIS LAWAN TNI‼",2025-08-04,15:30
INDONESIA KIRIM 10.000 TON BERAS KE GAZA‼️MALAYSIA MASIH RIBUT DI PARLEMEN DOANG‼️,2025-08-04,18:30
MENGGELEGAR‼️ KOMANDO TNI TRIMATRA TAMPIL GAGAH LATIHAN PERSIAPAN PARADE DEFILE DEMONSTRASI MILITER,2025-08-04,20:30
BIKIN BANGGA RI‼️PRABOWO TERIMA MEDALI KEHORMATAN DARI PASUKAN ELITE AS‼️MALAYSIA AUTO KENA MENTAL,2025-08-05,7:30
INDONESIA PASANG RUDAL DI KALIMANTAN‼ SIAP HANTAM SIAPA SAJA YANG KLAIM TANAH KITA,2025-08-05,9:30
"KOALISI SOLID ASEAN‼ FILIPINA DAN VIETNAM GABUNG INDONESIA, MALAYSIA MAKIN NANGIS DI POJOKKAN",2025-08-05,12:30
"KRI BRAWIJAYA & SULTAN ISKANDAR MUDA MANUVER DI PERAIRAN TURKI, MALAYSIA MAKIN TERPINGGIRKAN⁉",2025-08-05,15:30
PASUKAN ELITE AMERIKA SAMPAI KAGET LIHAT AKSI KOPASGAT‼️ MALAYSIA TERDIAM PANIK MAKIN TAK DIPANDANG,2025-08-05,19:00
"MALAYSIA KOAR-KOAR KLAIM KEDAULATAN NKRI, TNI GELAR AKSI NYATA DI LAUT AMBON‼️LANGSUNG BUNGKAM JIRAN",2025-08-05,20:30
DUEL MONSTER LAUT TNI VS KAPAL MALAYSIA DI AMBALAT‼️KRI BRAWIJAYA SIAGA PENUH JAGA TAPAL BATAS NKRI,2025-08-06,7:30
SEBUT TNI LEMAH‼ MALAYSIA MALAH NARSIS PAMER OTOT DI TANK KAYAK MAU KONTES BINARAGA,2025-08-06,9:30
"PRABOWO NGAMUK‼ PM ANWAR NGOTOT TETAP PERTAHANKAN AMBALAT DAN SABAH HARGA MATI, RI SIAP TEMPUR⁉",2025-08-06,12:30
DIDUGA MATA-MATA‼ KRI WELANG KEJAR 2 KAPAL MALAYSIA DI PERAIRAN AMBALAT BUKTIKAN AMARAH TNI AL,2025-08-06,15:30
TNI LEBIH DIHORMATI DARI PASUKAN PBB⁉️INILAH BUKTI SAAT ASEAN REBUTAN BANTUAN TNI‼️,2025-08-06,18:30
"SINGAPURA NGAKU TAKJUB KEKUATAN TNI, MALAYSIA PILIH BUNGKAM KLAIM KEKUATAN TENTARA TERKUAT DUNIA‼️",2025-08-06,21:00
"TNI SIAP PERANG TOTAL‼️400 RANPUR MARINIR & JET SILUMAN KF-21EX SIAP TEMPUR, MALAYSIA PANAS DINGIN‼️",2025-08-07,7:30
"MALAYSIA PANIK‼ INDONESIA TERIMA RUDAL DARI TURKI DIPASANG DI KALTIM, ANWAR NGOTOT PERTAHANKAN SABAH",2025-08-07,9:30
"UEA GABUNG INDONESIA JAGA AMBALAT‼ KAPAL PERANG, RUDAL, & TNI BERSATU, LAWAN PENGGANGGU KEDAULATAN‼",2025-08-07,12:30
"MENLU MALAYSIA LARANG SEBUT “AMBALAT”, PRABOWO NGAMUK TAK AKAN BIARKAN SEJENGKAL TANAH DIAMBIL",2025-08-07,15:30
MALAYSIA DI BUAT MELONGO‼️ATRAKSI UDARA TNI AU BIKIN GELENG-GELENG SE-ASEAN‼️,2025-08-07,18:30
"INDONESIA KUATKAN MARITIM‼️DPR MALAYSIA RIBUT ISU AMBALAT, TNI AL BANGUN ARUS LAUT SUPER CANGGIH‼️",2025-08-07,22:00
"GUNCANG ASEAN‼️KOPASGAT & PASUKAN ELITE AS PAMER ATRAKSI TEMPUR, MALAYSIA LANGSUNG GEMETAR‼️",2025-08-08,7:30
PM MALAYSIA MINTA BANTUAN PAMAN PUTIN‼ RUSIA MALAH GABUNG & DUKUNG PENUH PRABOWO JAGA AMBALAT‼,2025-08-08,9:30
"MEMANAS‼ MALAYSIA MULAI PECAH, SABAH ANCAM LEPAS DARI MALAY, PRABOWO SIAP KERAHKAN ARMADA RAKSASA‼",2025-08-08,13:00
MALAYSIA MINTA BANTUAN PUTIN TAPI DITOLAK,2025-08-08,14:15
ASEAN MELONGO‼ MALAYSIA TERCENGANG LIHAT PARADE KRI BIMA SUCI‼ INDONESIA UNJUK GIGI DI LAUT ASIA‼,2025-08-08,15:30
"GEMPAR‼️PASPAMPRES TAMPILKAN ALUTSISTA CANGGIH JELANG HUT RI, MALAYSIA MAKIN KETAR-KETIR‼️",2025-08-08,19:00
"TNI TAK MAU KALAH‼️ KOSTRAD & TENTERA DARAT MALAYSIA PATROLI DI PERBATASAN, RI GERAK SENYAP‼️",2025-08-08,20:30
"MAKIN PANAS‼️HALAU KAPAL PERANG MALAYSIA, KRI MARTADINATA BAWA RUDAL EXOCET, MALAYSIA PANIK‼️",2025-08-09,7:30
"KOCAK‼ NETIZEN SEBUT MALAYSIA SAMPAI MINTA BANTUAN BANGLADESH BUAT DUKUNG AMBALAT, TNI MAKIN GAGAH‼",2025-08-09,9:30
NGAKAK‼ NETIZEN BANDINGKAN LOMBA BARIS-BERBARIS 17 AGUSTUSAN DENGAN KAWAD KAKI MALAYSIA,2025-08-09,13:00
THAILAND GABUNG INDONESIA JAGA KEDAULATAN NKRI‼ RUDAL BALISTIK DIKERAHKAN KUTUK TINDAKKAN MALAYSIA,2025-08-09,15:30
KONFLIK THAILAND & KAMBOJA MEREDA‼️MALAYSIA MALAH BIKIN MASALAH BARU SENGKETA AMBALAT‼️,2025-08-09,18:30
THAILAND GABUNG INDONESIA JAGA KEDAULATAN NKRI‼,2025-08-09,19:42
INDONESIA PACU MODERNISASI ALUTSISTA‼️MALAYSIA MAKIN KECIL NYALI LIHAT ARMADA NUSANTARA TUMBUH PESAT,2025-08-09,20:30
"SPANYOL GABUNG INDONESIA‼️PELATIHAN TNI AU KUASAI PESAWAT A400M, MALAYSIA TAKUT TERBANG DI AMBALAT‼️",2025-08-10,7:30
DPR LANGSUNG MINTA TNI KERAHKAN RIBUAN PASUKAN USAI MALAYSIA SEBUT AMBALAT JADI LAUT SULAWESI,2025-08-10,9:30
PERAHU TERBANG BUAT GEMPAR JIRAN‼ MALAYSIA KEBINGUNGAN ANTISIPASI TAKTIK BARU TNI AL DI AMBALAT,2025-08-10,12:30
DPR MINTA TNI AL KERAHKAN RIBUAN PASUKAN,2025-08-10,13:43
"INILAH KEKUATAN “HANTU LAUT” SANG PENJAGA AMBALAT, TNI SIAP HALAU SEGALA PROVOKASI MALAYSIA‼",2025-08-10,16:00
PULAU GALANG DISULAP JADI MARKAS MEDIS UNTUK RIBUAN WARGA GAZA‼️SOLIDARITAS INDONESIA KIAN NYATA‼️,2025-08-10,18:30
MILITER SINGAPURA DIBUAT TAKJUB‼️ TNI AD PAMER M3 AMPHIBIOUS PONTOON KE SINGAPURA,2025-08-10,20:30
"SPANYOL GABUNG INDONESIA‼️PELATIHAN TNI AU KUASAI PESAWAT A400M, MALAYSIA TAKUT TERBANG DI AMBALAT‼️",2025-08-10,7:30
DPR LANGSUNG MINTA TNI KERAHKAN RIBUAN PASUKAN USAI MALAYSIA SEBUT AMBALAT JADI LAUT SULAWESI,2025-08-10,9:30
PERAHU TERBANG BUAT GEMPAR JIRAN‼ MALAYSIA KEBINGUNGAN ANTISIPASI TAKTIK BARU TNI AL DI AMBALAT,2025-08-10,12:30
DPR MINTA TNI AL KERAHKAN RIBUAN PASUKAN,2025-08-10,13:43
"INILAH KEKUATAN “HANTU LAUT” SANG PENJAGA AMBALAT, TNI SIAP HALAU SEGALA PROVOKASI MALAYSIA‼",2025-08-10,16:00
PULAU GALANG DISULAP JADI MARKAS MEDIS UNTUK RIBUAN WARGA GAZA‼️SOLIDARITAS INDONESIA KIAN NYATA‼️,2025-08-10,18:30
MILITER SINGAPURA DIBUAT TAKJUB‼️ TNI AD PAMER M3 AMPHIBIOUS PONTOON KE SINGAPURA,2025-08-10,20:30
GEGER‼️KRI MARTADINATA DAN HELI PANTHER LAKUKAN MANUVER TAJAM DI LAUT NATUNA BARENG THAILAND‼️,2025-08-11,7:30
"TNI GELAR PARADE AKBAR, 27.000 PRAJURIT & ALUTSISTA CANGGIH UNJUK KEKUATAN DI HADAPAN PRABOWO",2025-08-11,9:30
KOPASKA MENGGILA DI SELAT MADURA‼ TAKTIK “HANTU LAUT” SIAP BUNGKAM PROVOKASI MALAYSIA DI AMBALAT,2025-08-11,13:00
HELI PANTHER TNI AL MENDARAT DI KRI BRAWIJAYA-320‼ MALAYSIA TERPOJOK LIHAT KEKUATAN ARMADA TNI AL,2025-08-11,15:30
INDONESIA PAMER PESAWAT BUATAN ANAK BANGSA‼️ PESAWAT & HELI PT DIRGANTARA BIKIN MALAYSIA TERPOJOK,2025-08-11,20:30
"MALAYSIA PANAS DINGIN‼️KRI BRAWIJAYA-320 UNJUK KEKUATAN DI LAUT MERAH MESIR, AMBALAT HARGA MATI‼️",2025-08-12,7:30
PERANCIS GABUNG INDONESIA JAGA KEDAULATAN SETIAP JENGKAL NKRI‼ RAFALE BERSIAP MENGUDARA DI AMBALAT,2025-08-12,9:30
"TNI GELAR PARADE AKBAR, 27 RIBU PRAJURIT & RATUSAN ALUTSISTA",2025-08-12,12:15
"MALAYSIA PANIK‼ PUTIN MALAH PELUK PRABOWO, RUSIA PILIH JADI PELINDUNG TNI DI AMBALAT",2025-08-12,12:30
"MEMANAS‼ PERBEDAAN MILITER INDONESIA VS MALAYSIA BAK LANGIT & BUMI, SINDIRAN KERAS BUAT DPR MALAYSIA",2025-08-12,15:30
"RUDAL BALISTIK KHAN SIAGA‼️TNI AD MAMPU JANGKAU SABAH & AMBALAT, MALAYSIA PANIK BESAR‼️",2025-08-12,18:30
"RUDAL BALISTIK KHAN SIAGA‼️TNI AD MAMPU JANGKAU SABAH & AMBALAT, MALAYSIA PANIK BESAR‼️",2025-08-12,19:01
RUSIA & INDONESIA GEGERKAN ASEAN‼️ AIR STAFF BUKTIKAN KEKUATAN UDARA INDONESIA BIKIN MALAYSIA PANIK,2025-08-12,20:30
"MESIR TURUN TANGAN DUKUNG KEDAULATAN NKRI‼️ARMADA MESIR LATIHAN BARENG KRI BRAWIJAYA, MALAYSIA CIUT",2025-08-13,7:30
"NEKAT GERTAK RI‼ MALAYSIA PAMER RUDAL & KAPAL SELAM, KODE KERAS BUAT TNI INDONESIA ATAS AMBALAT⁉",2025-08-13,9:30
PERBEDAAN MILITER INDONESIA VS MALAYSIA,2025-08-13,11:45
"PERINGATAN KERAS‼ MALAYSIA BIKIN PANGKALAN DI KALIMANTAN, TNI INDONESIA SIAP KERAHKAN KEKUATAN",2025-08-13,12:30
"DPR MALAYSIA NGOTOT, INDONESIA KIRIM RUDAL BALISTIK DAN KAPAL PERANG KE AMBALAT, MALAYSIA TERPOJOK‼",2025-08-13,15:30
"INDONESIA GUNCANG DUNIA‼️KUASAI 70% NIKEL GLOBAL, MALAYSIA KETETERAN & TAK BERDAYA‼️",2025-08-13,18:30
"INDONESIA GUNCANG DUNIA !! KUASAI 70% NIKEL GLOBAL, MALAYSIA KETETERAN & TAK BERDAYA !!",2025-08-13,19:01
"GEMPARKAN DUNIA‼️UEA KEPINCUT KF-21 BORAMAE BUATAN RI–KOREA, MALAYSIA MAKIN KETINGGALAN JAUH‼️",2025-08-14,7:30
"HEBOH‼ BANGLADESH DATANG KE PM ANWAR, NETIZEN: MINTA “BACKUP” UNTUK AMBALAT⁉",2025-08-14,9:30
INDONESIA-THAILAND GEMPUR MALAYSIA DI AMBALAT⁉️ KRI MARTADINATA LATIHAN DG THAILAND DI LAUT JAWA,2025-08-14,12:30
"INDONESIA KIRIM RUDAL BALISTIK DAN KAPAL PERANG KE AMBALAT, BIKIN MALAYSIA TERPOJOK‼",2025-08-14,14:35
"MURKA‼ “PETA DI BIKIN SENDIRI, WILAYAH DI KLAIM SENDIRI” MALAYSIA MAKIN BERANI, AMBALAT 100% NKRI",2025-08-14,15:30
SATELIT ASEAN-AUSTRALIA SIAP PANTAU LANGKAH MALAYSIA DI LAUT & UDARA TAK LAGI BISA SEMBUNYI ‼,2025-08-14,18:30
SATELIT ASEAN-AUSTRALIA SIAP PANTAU LANGKAH MALAYSIA DI LAUT & UDARA!!,2025-08-14,18:54
"GEGER‼️ ARMADA KE-7 AS LIRIK INDONESIA JADI HUB SERVIS KAPAL PERANG, MALAYSIA MAKIN KEPANASAN‼️",2025-08-14,20:30
"SPEKTAKULER !! JET TEMPUR HAWK PAMER ATRAKSI SMOKE TRAIL MERAH PUTIH DI HUT RI KE-80, MALAYSIA CEMAS",2025-08-15,7:30
"RUDAL BALISTIK KHAN RI SIAP HANTAM, SINGAPURA IKUT PERINGATKAN MALAYSIA JANGAN NEKAT LAWAN RI‼",2025-08-15,9:30
KOMANDAN ELITE JERMAN KAGET LIHAT CANGGIHNYA KRI SULTAN ISKANDAR MUDA DI MEDITERANIA‼,2025-08-15,13:00
GUNCANG ASEAN‼ TNI KIRIM UAV ELANG HITAM (BLACK EAGLE) BIKIN MALAYSIA KETAR-KETIR DI AMBALAT,2025-08-15,15:30
MALAYSIA PANAS DINGIN ‼ KOPASGAT TNI AU PERAGAKAN TAKTIK PERANG UDARA KELAS DUNIA BERSAMA AS,2025-08-15,18:30
MALAYSIA PANAS DINGIN ‼ KOPASGAT TNI AU PERAGAKAN TAKTIK PERANG UDARA KELAS DUNIA BERSAMA AS,2025-08-15,19:31
KOPASSUS PAMER SENJATA BARU SS3-M1 PINDAD‼️INDONESIA MANDIRI ALUTSISTA MALAYSIA MAKIN TERTINGGAL,2025-08-15,21:00
"INDONESIA TAK MAIN-MAIN‼ KORPS MARINIR BENTUK PASUKAN ELITE PENGINTAI AMANKAN AMBALAT, MALAY CEMAS‼",2025-08-16,7:30
"MEMANAS‼ TNI AL KIRIM KAPAL PERANG KRI BUNG TOMO KE PENANG MALAYSIA, ADA APA⁉",2025-08-16,9:30
"MALAYSIA TAK BERDAYA‼ INDONESIA PAMER RUDAL BALISTIK KHAN, SINGAPURA & AUSTRALIA SIAP BACKUP",2025-08-16,12:30
"INGGRIS OGAH BANTU MALAYSIA‼ MALAYSIA KEBINGUNGAN MINTA BANTUAN, AUSTRALIA ACUHKAN SERUAN BANTUAN",2025-08-16,16:00
"GUNCANG LANGIT JAKARTA‼ JET TEMPUR TNI AU SIAP PAMER KEKUATAN DI HUT RI KE-80, BIKIN TAKJUB JIRAN",2025-08-16,18:30
PAKAR BAHASA MALAYSIA SAMPAI NGAMUK NAIK PITAM LIHAT BOCIL & EMAK-EMAK TERACUNI BAHASA INDONESIA,2025-08-16,22:00
"SINGAPURA & AS GABUNG INDONESIA, TNI AL PIMPIN SEACAT 2025‼️MALAYSIA TERSINGKIR GARA-GARA AMBALAT⁉️",2025-08-17,7:30
KOCAK‼ NETIZEN BANDINGKAN MARCHING BAND TNI DI HUT RI VS ASKAR MALAYSIA GAGAL ATRAKSI BIKIN NGAKAK,2025-08-17,9:30
MALAYSIA KEBINGUNGAN‼️ AMERIKA SERIKAT & ASEAN LEBIH PILIH INDONESIA JADI MITRA UTAMA‼️,2025-08-18,7:30
"GEMPAR‼ HUT RI KE-80 DI IKN BIKIN DUNIA TAKJUB, MALAYSIA IRI MELIHAT KEMEGAHAN ISTANA GARUDA",2025-08-18,9:30
TNI AL KIRIM SINYAL PERANG DI AMBALAT‼️KRI BRAWIJAYA-320 & KAPAL SELAM SIAGA TEMPUR‼️,2025-08-18,13:00
"PRABOWO TEGAS‼ TAK ADA KATA KOMPROMI UNTUK AMBALAT, TNI SIAP SAPU BERSIH PROVOKASI JIRAN",2025-08-18,15:30
"MALAYSIA IRI BERAT‼️INDONESIA PUNYA KERETA CEPAT & MRT CANGGIH, JIRAN MASIH PAKAI KERETA LAMA‼️",2025-08-18,18:30
"GEGER‼️SINGAPURA & AUSTRALIA DUKUNG PENUH INDONESIA JAGA STABILITAS KAWASAN, MALAYSIA TERISOLASI",2025-08-18,20:30
"TNI AU MENGGILA‼️JET TEMPUR RAFALE & F-16 PAMER MANUVER DI LANGIT IKN, MALAYSIA MAKIN KEOK‼️",2025-08-19,7:30
MALAYSIA TERDIAM‼ DUNIA AKUI INDONESIA SEBAGAI PEMIMPIN BARU ASEAN DI BAWAH PRABOWO,2025-08-19,9:30
"NGAKAK‼ MALAYSIA KLAIM LAGU KEBANGSAAN RI, NETIZEN INDONESIA BERI BALASAN MENOHOK",2025-08-19,13:00
KOPASSUS & SAS INGGRIS LATIHAN BARENG‼ MALAYSIA PANIK LIHAT KEDEKATAN TNI DENGAN BRITISH,2025-08-19,15:30
PRABOWO GUNCANG DUNIA‼️PIDATO HUT RI KE-80 DI IKN BIKIN PEMIMPIN DUNIA BERI HORMAT‼️,2025-08-19,18:30
MALAYSIA KETAR-KETIR‼️TNI AL BANGUN PANGKALAN KAPAL SELAM RAKSASA DI NATUNA & AMBALAT‼️,2025-08-19,20:30
"INDONESIA POROS MARITIM DUNIA‼️AS KIRIM KAPAL INDUK KE INDONESIA, MALAYSIA MAKIN IRI‼️",2025-08-20,7:30
"MALAYSIA MALU BESAR‼ EKONOMI INDONESIA MELEJIT, JIRAN TERJEBAK HUTANG & KRISIS PEKERJA",2025-08-20,9:30
"GEGER‼ TNI AD TERIMA 500 UNIT RANSUS MAUNG TERBARU, MALAYSIA MASIH PAKAI KENDARAAN LAMA",2025-08-20,13:00
THAILAND & VIETNAM DUKUNG RI DI AMBALAT‼ MALAYSIA MAKIN TERPOJOK DI FORUM ASEAN,2025-08-20,15:30
"PRABOWO SIAPKAN KEJUTAN‼️INDONESIA AKAN PUNYA KAPAL INDUK SENDIRI, JIRAN AUTO GEMETAR‼️",2025-08-20,18:30
DUNIA TAKJUB‼️KEMAJUAN TEKNOLOGI INDONESIA DI IKN BIKIN MALAYSIA MAKIN KETINGGALAN JAUH‼️,2025-08-20,20:30
"MALAYSIA KEPANASAN‼️INDONESIA JADI PUSAT INVESTASI ASIA, JIRAN DITINGGAL INVESTOR ASING‼️",2025-08-21,7:30
TNI AL TANGKAP KAPAL ILEGAL MALAYSIA DI AMBALAT‼ PRABOWO: TENGGELAMKAN JIKA MELAWAN,2025-08-21,9:30
"GEGER‼ INDONESIA BORONG RUDAL HIPERSONIK DARI RUSIA, MALAYSIA & AUSTRALIA PANIK BESAR",2025-08-21,13:00
"NETIZEN MALAYSIA IRI LIHAT TOL TRANS PAPUA & KALIMANTAN, SEBUT PEMERINTAHNYA LAMBAT",2025-08-21,15:30
PRABOWO-PUTIN MAKIN MESRA‼️KERJA SAMA NUKLIR INDONESIA-RUSIA BIKIN BARAT & JIRAN CEMAS‼️,2025-08-21,18:30
TNI AU SIAGA 1‼️JET TEMPUR SU-35 SIAP JAGA LANGIT NATUNA & AMBALAT DARI PROVOKASI ASING‼️,2025-08-21,20:30
"MALAYSIA MALU BESAR‼ NGAKU PEMILIK IQ MENDUNIA, EH MALAH PASANG BENDERA SAJA TERBALIK",2025-08-22,2:30
"MALAYSIA PANAS DINGIN‼ TNI AL KIBARKAN MERAH PUTIH MEGAH DI UNARANG AMBALAT, MALAYSIA PROTES KERAS",2025-08-22,6:00
"TNI BANGKIT JADI MACAN ASIA‼ MALAYSIA PANIK, AMBALAT JADI PEMICU SERANGAN INDONESIA‼",2025-08-22,8:30
"INDONESIA KUASAI GELAP MALAM‼ MARINIR TNI AL GUNAKAN TEROPONG THERMAL CANGGIH, MALAYSIA GIGIT JARI",2025-08-22,12:00
"LUAR BIASA‼️ INDONESIA KIRIM BANTUAN RAKSASA KE GAZA LEWAT UDARA, BIKIN MALAYSIA MELONGO KEHERANAN",2025-08-22,13:30
RAJA MALAYSIA NGAMUK‼ BANYAK ALUTSISTA RUSAK KARENA KEMENHAN JIRAN BANYAK YANG KORUPSI,2025-08-23,0:30
"GEMPAR‼ MALAYSIA IRI LIHAT KEMERIAHAN HUT RI, MINTA NEGARANYA TIRU TRADISI BUDAYA SEPERTI INDONESIA",2025-08-23,2:30
"CAP INDONESIA PENJAJAH, KINI MENGEMIS MINTA BANTUAN‼ TIMOR LESTE MASIH ANDALKAN RI⁉",2025-08-23,5:30
HEBOH ANWAR KLAIM RI BELI TANK MILDEF MALAYSIA‼ RUSIA DORONG RI JADI MEDIATOR PERDAMAIAN UKRAINA,2025-08-23,8:30
NEGARA ARAB & MALAYSIA TERDIAM MELIHAT INDONESIA BERI BANTUAN KE PALESTINA TEROBOS LANGIT ISRAEL,2025-08-23,11:30
"INDONESIA BIKIN ISRAEL NGAMUK‼ SAAT ARAB TAKUT DENGAN AMERIKA, TNI BERANI TEROBOS LANGIT GAZA",2025-08-24,0:30
"INILAH REAKSI PERTAMA TENTARA MALAYSIA SAAT KUNJUNGI IKN, TNI AU BANGUN LANUD DI IKN",2025-08-24,2:30
